family,parameters,a,b,c,factorization_c,source_capacities,sink_primes,source_count,sink_count,residual_numerator,residual_denominator,scalar_numerator,scalar_denominator,fragmentation_numerator,fragmentation_denominator,conductor,coarse_ratio_floor,assignment,assigned_packet_products,optimal_capped_reward_product,source_capacity_product
unit_prime_square,p=1949,1,3798600,3798601,1949^2,1949:1949,2;3;5;13;487,1,5,1,1,1,1,1,1,370173570,0,2->1949;3->1949;5->1949;13->1949;487->1949,1949:189930,1949,1949
unit_prime_square,p=1951,1,3806400,3806401,1951^2,1951:1951,2;3;5;13;61,1,5,1,1,1,1,1,1,46414290,0,2->1951;3->1951;5->1951;13->1951;61->1951,1951:23790,1951,1951
unit_prime_square,p=1973,1,3892728,3892729,1973^2,1973:1973,2;3;7;17;29;47,1,6,1,1,1,1,1,1,1920088086,0,2->1973;3->1973;7->1973;17->1973;29->1973;47->1973,1973:973182,1973,1973
unit_prime_square,p=1979,1,3916440,3916441,1979^2,1979:1979,2;3;5;11;23;43,1,6,1,1,1,1,1,1,645886230,0,2->1979;3->1979;5->1979;11->1979;23->1979;43->1979,1979:326370,1979,1979
unit_prime_square,p=1987,1,3948168,3948169,1987^2,1987:1987,2;3;7;71;331,1,5,1,1,1,1,1,1,1961252454,0,2->1987;3->1987;7->1987;71->1987;331->1987,1987:987042,1987,1987
unit_prime_square,p=1993,1,3972048,3972049,1993^2,1993:1993,2;3;83;997,1,4,1,1,1,1,1,1,989536458,0,2->1993;3->1993;83->1993;997->1993,1993:496506,1993,1993
unit_prime_square,p=1997,1,3988008,3988009,1997^2,1997:1997,2;3;37;499,1,4,1,1,1,1,1,1,221223666,0,2->1997;3->1997;37->1997;499->1997,1997:110778,1997,1997
unit_prime_square,p=1999,1,3996000,3996001,1999^2,1999:1999,2;3;5;37,1,4,1999,1110,1999,1110,1,1,2218890,4,2->1999;3->1999;5->1999;37->1999,1999:1110,1110,1999
unit_prime_square,p=2003,1,4012008,4012009,2003^2,2003:2003,2;3;7;11;13;167,1,6,1,1,1,1,1,1,2009013006,0,2->2003;3->2003;7->2003;11->2003;13->2003;167->2003,2003:1003002,2003,2003
unit_prime_square,p=2011,1,4044120,4044121,2011^2,2011:2011,2;3;5;67;503,1,5,1,1,1,1,1,1,2033181330,0,2->2011;3->2011;5->2011;67->2011;503->2011,2011:1011030,2011,2011
unit_prime_square,p=2017,1,4068288,4068289,2017^2,2017:2017,2;3;7;1009,1,4,1,1,1,1,1,1,85476426,0,2->2017;3->2017;7->2017;1009->2017,2017:42378,2017,2017
unit_prime_square,p=2027,1,4108728,4108729,2027^2,2027:2027,2;3;13;1013,1,4,1,1,1,1,1,1,160161378,0,2->2027;3->2027;13->2027;1013->2027,2027:79014,2027,2027
unit_prime_square,p=2029,1,4116840,4116841,2029^2,2029:2029,2;3;5;7;13;29,1,6,1,1,1,1,1,1,160635930,0,2->2029;3->2029;5->2029;7->2029;13->2029;29->2029,2029:79170,2029,2029
unit_prime_square,p=2039,1,4157520,4157521,2039^2,2039:2039,2;3;5;17;1019,1,5,1,1,1,1,1,1,1059647910,0,2->2039;3->2039;5->2039;17->2039;1019->2039,2039:519690,2039,2039
unit_prime_square,p=2053,1,4214808,4214809,2053^2,2053:2053,2;3;13;19;79,1,5,1,1,1,1,1,1,240361134,0,2->2053;3->2053;13->2053;19->2053;79->2053,2053:117078,2053,2053
unit_prime_square,p=2063,1,4255968,4255969,2063^2,2063:2063,2;3;43;1031,1,4,1,1,1,1,1,1,548753874,0,2->2063;3->2063;43->2063;1031->2063,2063:265998,2063,2063
unit_prime_square,p=2069,1,4280760,4280761,2069^2,2069:2069,2;3;5;11;23;47,1,6,1,1,1,1,1,1,738074370,0,2->2069;3->2069;5->2069;11->2069;23->2069;47->2069,2069:356730,2069,2069
unit_prime_square,p=2081,1,4330560,4330561,2081^2,2081:2081,2;3;5;13;347,1,5,1,1,1,1,1,1,281621730,0,2->2081;3->2081;5->2081;13->2081;347->2081,2081:135330,2081,2081
unit_prime_square,p=2083,1,4338888,4338889,2083^2,2083:2083,2;3;347;521,1,4,1,1,1,1,1,1,2259475926,0,2->2083;3->2083;347->2083;521->2083,2083:1084722,2083,2083
unit_prime_square,p=2087,1,4355568,4355569,2087^2,2087:2087,2;3;7;29;149,1,5,1,1,1,1,1,1,378752934,0,2->2087;3->2087;7->2087;29->2087;149->2087,2087:181482,2087,2087
unit_prime_square,p=2089,1,4363920,4363921,2089^2,2089:2089,2;3;5;11;19;29,1,6,1,1,1,1,1,1,379842870,0,2->2089;3->2089;5->2089;11->2089;19->2089;29->2089,2089:181830,2089,2089
unit_prime_square,p=2099,1,4405800,4405801,2099^2,2099:2099,2;3;5;7;1049,1,5,1,1,1,1,1,1,462388710,0,2->2099;3->2099;5->2099;7->2099;1049->2099,2099:220290,2099,2099
unit_prime_square,p=2111,1,4456320,4456321,2111^2,2111:2111,2;3;5;11;211,1,5,1,1,1,1,1,1,146988930,0,2->2111;3->2111;5->2111;11->2111;211->2111,2111:69630,2111,2111
unit_prime_square,p=2113,1,4464768,4464769,2113^2,2113:2113,2;3;7;11;151,1,5,1,1,1,1,1,1,147407106,0,2->2113;3->2113;7->2113;11->2113;151->2113,2113:69762,2113,2113
unit_prime_square,p=2129,1,4532640,4532641,2129^2,2129:2129,2;3;5;7;19;71,1,6,1,1,1,1,1,1,603124410,0,2->2129;3->2129;5->2129;7->2129;19->2129;71->2129,2129:283290,2129,2129
unit_prime_square,p=2131,1,4541160,4541161,2131^2,2131:2131,2;3;5;13;41;71,1,6,1,1,1,1,1,1,2419302990,0,2->2131;3->2131;5->2131;13->2131;41->2131;71->2131,2131:1135290,2131,2131
unit_prime_square,p=2137,1,4566768,4566769,2137^2,2137:2137,2;3;89;1069,1,4,1,1,1,1,1,1,1219897902,0,2->2137;3->2137;89->2137;1069->2137,2137:570846,2137,2137
unit_prime_square,p=2141,1,4583880,4583881,2141^2,2141:2141,2;3;5;7;17;107,1,6,1,1,1,1,1,1,817840590,0,2->2141;3->2141;5->2141;7->2141;17->2141;107->2141,2141:381990,2141,2141
unit_prime_square,p=2143,1,4592448,4592449,2143^2,2143:2143,2;3;7;17;67,1,5,1,1,1,1,1,1,102516834,0,2->2143;3->2143;7->2143;17->2143;67->2143,2143:47838,2143,2143
unit_prime_square,p=2153,1,4635408,4635409,2153^2,2153:2153,2;3;269;359,1,4,1,1,1,1,1,1,1247504178,0,2->2153;3->2153;269->2153;359->2153,2153:579426,2153,2153
unit_prime_square,p=2161,1,4669920,4669921,2161^2,2161:2161,2;3;5;23;47,1,5,1,1,1,1,1,1,70081230,0,2->2161;3->2161;5->2161;23->2161;47->2161,2161:32430,2161,2161
unit_prime_square,p=2179,1,4748040,4748041,2179^2,2179:2179,2;3;5;11;109,1,5,1,1,1,1,1,1,78378630,0,2->2179;3->2179;5->2179;11->2179;109->2179,2179:35970,2179,2179
unit_prime_square,p=2203,1,4853208,4853209,2203^2,2203:2203,2;3;19;29;367,1,5,1,1,1,1,1,1,2672904306,0,2->2203;3->2203;19->2203;29->2203;367->2203,2203:1213302,2203,2203
unit_prime_square,p=2207,1,4870848,4870849,2207^2,2207:2207,2;3;23;1103,1,4,1,1,1,1,1,1,335936298,0,2->2207;3->2207;23->2207;1103->2207,2207:152214,2207,2207
unit_prime_square,p=2213,1,4897368,4897369,2213^2,2213:2213,2;3;7;41;79,1,5,1,1,1,1,1,1,301052094,0,2->2213;3->2213;7->2213;41->2213;79->2213,2213:136038,2213,2213
unit_prime_square,p=2221,1,4932840,4932841,2221^2,2221:2221,2;3;5;11;37;101,1,6,1,1,1,1,1,1,2738959410,0,2->2221;3->2221;5->2221;11->2221;37->2221;101->2221,2221:1233210,2221,2221
unit_prime_square,p=2237,1,5004168,5004169,2237^2,2237:2237,2;3;13;43;373,1,5,1,1,1,1,1,1,2798580954,0,2->2237;3->2237;13->2237;43->2237;373->2237,2237:1251042,2237,2237
unit_prime_square,p=2239,1,5013120,5013121,2239^2,2239:2239,2;3;5;7;373,1,5,1,1,1,1,1,1,175380870,0,2->2239;3->2239;5->2239;7->2239;373->2239,2239:78330,2239,2239
unit_prime_square,p=2243,1,5031048,5031049,2243^2,2243:2243,2;3;11;17;19;59,1,6,1,1,1,1,1,1,2821160166,0,2->2243;3->2243;11->2243;17->2243;19->2243;59->2243,2243:1257762,2243,2243
unit_prime_square,p=2251,1,5067000,5067001,2251^2,2251:2251,2;3;5;563,1,4,1,1,1,1,1,1,38019390,0,2->2251;3->2251;5->2251;563->2251,2251:16890,2251,2251
unit_prime_square,p=2267,1,5139288,5139289,2267^2,2267:2267,2;3;7;11;103,1,5,1,1,1,1,1,1,107877462,0,2->2267;3->2267;7->2267;11->2267;103->2267,2267:47586,2267,2267
unit_prime_square,p=2269,1,5148360,5148361,2269^2,2269:2269,2;3;5;7;227,1,5,1,1,1,1,1,1,108163230,0,2->2269;3->2269;5->2269;7->2269;227->2269,2269:47670,2269,2269
unit_prime_square,p=2273,1,5166528,5166529,2273^2,2273:2273,2;3;71;379,1,4,1,1,1,1,1,1,366984942,0,2->2273;3->2273;71->2273;379->2273,2273:161454,2273,2273
unit_prime_square,p=2281,1,5202960,5202961,2281^2,2281:2281,2;3;5;7;19;163,1,6,1,1,1,1,1,1,1483493970,0,2->2281;3->2281;5->2281;7->2281;19->2281;163->2281,2281:650370,2281,2281
unit_prime_square,p=2287,1,5230368,5230369,2287^2,2287:2287,2;3;11;13;127,1,5,1,1,1,1,1,1,249205242,0,2->2287;3->2287;11->2287;13->2287;127->2287,2287:108966,2287,2287
unit_prime_square,p=2293,1,5257848,5257849,2293^2,2293:2293,2;3;31;37;191,1,5,1,1,1,1,1,1,3014061366,0,2->2293;3->2293;31->2293;37->2293;191->2293,2293:1314462,2293,2293
unit_prime_square,p=2297,1,5276208,5276209,2297^2,2297:2297,2;3;7;41;383,1,5,1,1,1,1,1,1,1514931222,0,2->2297;3->2297;7->2297;41->2297;383->2297,2297:659526,2297,2297
unit_prime_square,p=2309,1,5331480,5331481,2309^2,2309:2309,2;3;5;7;11;577,1,6,1,1,1,1,1,1,3077596830,0,2->2309;3->2309;5->2309;7->2309;11->2309;577->2309,2309:1332870,2309,2309
unit_prime_square,p=2311,1,5340720,5340721,2311^2,2311:2311,2;3;5;7;11;17,1,6,1,1,1,1,1,1,90752970,0,2->2311;3->2311;5->2311;7->2311;11->2311;17->2311,2311:39270,2311,2311
unit_prime_square,p=2333,1,5442888,5442889,2333^2,2333:2333,2;3;11;53;389,1,5,1,1,1,1,1,1,3174564426,0,2->2333;3->2333;11->2333;53->2333;389->2333,2333:1360722,2333,2333
unit_prime_square,p=2339,1,5470920,5470921,2339^2,2339:2339,2;3;5;7;13;167,1,6,1,1,1,1,1,1,1066373490,0,2->2339;3->2339;5->2339;7->2339;13->2339;167->2339,2339:455910,2339,2339
unit_prime_square,p=2341,1,5480280,5480281,2341^2,2341:2341,2;3;5;13;1171,1,5,1,1,1,1,1,1,1069111290,0,2->2341;3->2341;5->2341;13->2341;1171->2341,2341:456690,2341,2341
unit_prime_square,p=2347,1,5508408,5508409,2347^2,2347:2347,2;3;17;23;587,1,5,1,1,1,1,1,1,3232058394,0,2->2347;3->2347;17->2347;23->2347;587->2347,2347:1377102,2347,2347
unit_prime_square,p=2351,1,5527200,5527201,2351^2,2351:2351,2;3;5;7;47,1,5,1,1,1,1,1,1,23204370,0,2->2351;3->2351;5->2351;7->2351;47->2351,2351:9870,2351,2351
unit_prime_square,p=2357,1,5555448,5555449,2357^2,2357:2357,2;3;19;31;131,1,5,1,1,1,1,1,1,1091182578,0,2->2357;3->2357;19->2357;31->2357;131->2357,2357:462954,2357,2357
unit_prime_square,p=2371,1,5621640,5621641,2371^2,2371:2371,2;3;5;79;593,1,5,1,1,1,1,1,1,3332227110,0,2->2371;3->2371;5->2371;79->2371;593->2371,2371:1405410,2371,2371
unit_prime_square,p=2377,1,5650128,5650129,2377^2,2377:2377,2;3;11;29;41,1,5,1,1,1,1,1,1,186532698,0,2->2377;3->2377;11->2377;29->2377;41->2377,2377:78474,2377,2377
unit_prime_square,p=2381,1,5669160,5669161,2381^2,2381:2381,2;3;5;7;17;397,1,6,1,1,1,1,1,1,3374567490,0,2->2381;3->2381;5->2381;7->2381;17->2381;397->2381,2381:1417290,2381,2381
unit_prime_square,p=2383,1,5678688,5678689,2383^2,2383:2383,2;3;149;397,1,4,1,1,1,1,1,1,845769594,0,2->2383;3->2383;149->2383;397->2383,2383:354918,2383,2383
unit_prime_square,p=2389,1,5707320,5707321,2389^2,2389:2389,2;3;5;199;239,1,5,1,1,1,1,1,1,3408696870,0,2->2389;3->2389;5->2389;199->2389;239->2389,2389:1426830,2389,2389
unit_prime_square,p=2393,1,5726448,5726449,2393^2,2393:2393,2;3;7;13;19;23,1,6,1,1,1,1,1,1,570974586,0,2->2393;3->2393;7->2393;13->2393;19->2393;23->2393,2393:238602,2393,2393
unit_prime_square,p=2399,1,5755200,5755201,2399^2,2399:2399,2;3;5;11;109,1,5,1,1,1,1,1,1,86292030,0,2->2399;3->2399;5->2399;11->2399;109->2399,2399:35970,2399,2399
unit_prime_square,p=2411,1,5812920,5812921,2411^2,2411:2411,2;3;5;67;241,1,5,1,1,1,1,1,1,1167912510,0,2->2411;3->2411;5->2411;67->2411;241->2411,2411:484410,2411,2411
unit_prime_square,p=2417,1,5841888,5841889,2417^2,2417:2417,2;3;13;31;151,1,5,1,1,1,1,1,1,882490206,0,2->2417;3->2417;13->2417;31->2417;151->2417,2417:365118,2417,2417
unit_prime_square,p=2423,1,5870928,5870929,2423^2,2423:2423,2;3;7;101;173,1,5,1,1,1,1,1,1,1778157318,0,2->2423;3->2423;7->2423;101->2423;173->2423,2423:733866,2423,2423
unit_prime_square,p=2437,1,5938968,5938969,2437^2,2437:2437,2;3;7;23;29;53,1,6,1,1,1,1,1,1,3618316254,0,2->2437;3->2437;7->2437;23->2437;29->2437;53->2437,2437:1484742,2437,2437
unit_prime_square,p=2441,1,5958480,5958481,2441^2,2441:2441,2;3;5;11;37;61,1,6,1,1,1,1,1,1,1818081210,0,2->2441;3->2441;5->2441;11->2441;37->2441;61->2441,2441:744810,2441,2441
unit_prime_square,p=2447,1,5987808,5987809,2447^2,2447:2447,2;3;17;1223,1,4,1,1,1,1,1,1,305253462,0,2->2447;3->2447;17->2447;1223->2447,2447:124746,2447,2447
unit_prime_square,p=2459,1,6046680,6046681,2459^2,2459:2459,2;3;5;41;1229,1,5,1,1,1,1,1,1,3717196530,0,2->2459;3->2459;5->2459;41->2459;1229->2459,2459:1511670,2459,2459
unit_prime_square,p=2467,1,6086088,6086089,2467^2,2467:2467,2;3;137;617,1,4,1,1,1,1,1,1,1251198258,0,2->2467;3->2467;137->2467;617->2467,2467:507174,2467,2467
unit_prime_square,p=2473,1,6115728,6115729,2473^2,2473:2473,2;3;103;1237,1,4,1,1,1,1,1,1,1890524418,0,2->2473;3->2473;103->2473;1237->2473,2473:764466,2473,2473
unit_prime_square,p=2477,1,6135528,6135529,2477^2,2477:2477,2;3;7;59;619,1,5,1,1,1,1,1,1,3799425714,0,2->2477;3->2477;7->2477;59->2477;619->2477,2477:1533882,2477,2477
unit_prime_square,p=2503,1,6265008,6265009,2503^2,2503:2503,2;3;139;313,1,4,1,1,1,1,1,1,653388126,0,2->2503;3->2503;139->2503;313->2503,2503:261042,2503,2503
unit_prime_square,p=2521,1,6355440,6355441,2521^2,2521:2521,2;3;5;7;13;97,1,6,1,1,1,1,1,1,667586010,0,2->2521;3->2521;5->2521;7->2521;13->2521;97->2521,2521:264810,2521,2521
unit_prime_square,p=2531,1,6405960,6405961,2531^2,2531:2531,2;3;5;11;23;211,1,6,1,1,1,1,1,1,4053371190,0,2->2531;3->2531;5->2531;11->2531;23->2531;211->2531,2531:1601490,2531,2531
unit_prime_square,p=2539,1,6446520,6446521,2539^2,2539:2539,2;3;5;47;127,1,5,1,1,1,1,1,1,454658730,0,2->2539;3->2539;5->2539;47->2539;127->2539,2539:179070,2539,2539
unit_prime_square,p=2543,1,6466848,6466849,2543^2,2543:2543,2;3;31;41;53,1,5,1,1,1,1,1,1,1027824654,0,2->2543;3->2543;31->2543;41->2543;53->2543,2543:404178,2543,2543
unit_prime_square,p=2549,1,6497400,6497401,2549^2,2549:2549,2;3;5;7;13;17,1,6,1,1,1,1,1,1,118299090,0,2->2549;3->2549;5->2549;7->2549;13->2549;17->2549,2549:46410,2549,2549
unit_prime_square,p=2551,1,6507600,6507601,2551^2,2551:2551,2;3;5;11;17;29,1,6,1,1,1,1,1,1,415022190,0,2->2551;3->2551;5->2551;11->2551;17->2551;29->2551,2551:162690,2551,2551
unit_prime_square,p=2557,1,6538248,6538249,2557^2,2557:2557,2;3;71;1279,1,4,1,1,1,1,1,1,1393191678,0,2->2557;3->2557;71->2557;1279->2557,2557:544854,2557,2557
unit_prime_square,p=2579,1,6651240,6651241,2579^2,2579:2579,2;3;5;43;1289,1,5,1,1,1,1,1,1,4288386990,0,2->2579;3->2579;5->2579;43->2579;1289->2579,2579:1662810,2579,2579
unit_prime_square,p=2591,1,6713280,6713281,2591^2,2591:2591,2;3;5;7;37,1,5,1,1,1,1,1,1,20132070,0,2->2591;3->2591;5->2591;7->2591;37->2591,2591:7770,2591,2591
unit_prime_square,p=2593,1,6723648,6723649,2593^2,2593:2593,2;3;1297,1,3,1,1,1,1,1,1,20178726,0,2->2593;3->2593;1297->2593,2593:7782,2593,2593
unit_prime_square,p=2609,1,6806880,6806881,2609^2,2609:2609,2;3;5;29;163,1,5,1,1,1,1,1,1,369982290,0,2->2609;3->2609;5->2609;29->2609;163->2609,2609:141810,2609,2609
unit_prime_square,p=2617,1,6848688,6848689,2617^2,2617:2617,2;3;7;11;17;109,1,6,1,1,1,1,1,1,2240377062,0,2->2617;3->2617;7->2617;11->2617;17->2617;109->2617,2617:856086,2617,2617
unit_prime_square,p=2621,1,6869640,6869641,2621^2,2621:2621,2;3;5;19;23;131,1,6,1,1,1,1,1,1,4501331610,0,2->2621;3->2621;5->2621;19->2621;23->2621;131->2621,2621:1717410,2621,2621
unit_prime_square,p=2633,1,6932688,6932689,2633^2,2633:2633,2;3;7;47;439,1,5,1,1,1,1,1,1,2281720938,0,2->2633;3->2633;7->2633;47->2633;439->2633,2633:866586,2633,2633
unit_prime_square,p=2647,1,7006608,7006609,2647^2,2647:2647,2;3;7;331,1,4,1,1,1,1,1,1,36798594,0,2->2647;3->2647;7->2647;331->2647,2647:13902,2647,2647
unit_prime_square,p=2657,1,7059648,7059649,2657^2,2657:2657,2;3;83;443,1,4,1,1,1,1,1,1,586171398,0,2->2657;3->2657;83->2657;443->2657,2657:220614,2657,2657
unit_prime_square,p=2659,1,7070280,7070281,2659^2,2659:2659,2;3;5;7;19;443,1,6,1,1,1,1,1,1,4699968630,0,2->2659;3->2659;5->2659;7->2659;19->2659;443->2659,2659:1767570,2659,2659
unit_prime_square,p=2663,1,7091568,7091569,2663^2,2663:2663,2;3;11;37,1,4,2663,2442,2663,2442,1,1,6503046,0,2->2663;3->2663;11->2663;37->2663,2663:2442,2442,2663
unit_prime_square,p=2671,1,7134240,7134241,2671^2,2671:2671,2;3;5;89;167,1,5,1,1,1,1,1,1,1190972190,0,2->2671;3->2671;5->2671;89->2671;167->2671,2671:445890,2671,2671
unit_prime_square,p=2677,1,7166328,7166329,2677^2,2677:2677,2;3;13;103;223,1,5,1,1,1,1,1,1,4796065014,0,2->2677;3->2677;13->2677;103->2677;223->2677,2677:1791582,2677,2677
unit_prime_square,p=2683,1,7198488,7198489,2683^2,2683:2683,2;3;11;61;149,1,5,1,1,1,1,1,1,1609461942,0,2->2683;3->2683;11->2683;61->2683;149->2683,2683:599874,2683,2683
unit_prime_square,p=2687,1,7219968,7219969,2687^2,2687:2687,2;3;7;17;79,1,5,1,1,1,1,1,1,151562922,0,2->2687;3->2687;7->2687;17->2687;79->2687,2687:56406,2687,2687
unit_prime_square,p=2689,1,7230720,7230721,2689^2,2689:2689,2;3;5;7;269,1,5,1,1,1,1,1,1,151901610,0,2->2689;3->2689;5->2689;7->2689;269->2689,2689:56490,2689,2689
unit_prime_square,p=2693,1,7252248,7252249,2693^2,2693:2693,2;3;449;673,1,4,1,1,1,1,1,1,4882575966,0,2->2693;3->2693;449->2693;673->2693,2693:1813062,2693,2693
unit_prime_square,p=2699,1,7284600,7284601,2699^2,2699:2699,2;3;5;19;71,1,5,1,1,1,1,1,1,109228530,0,2->2699;3->2699;5->2699;19->2699;71->2699,2699:40470,2699,2699
unit_prime_square,p=2707,1,7327848,7327849,2707^2,2707:2707,2;3;11;41;677,1,5,1,1,1,1,1,1,4959121134,0,2->2707;3->2707;11->2707;41->2707;677->2707,2707:1831962,2707,2707
unit_prime_square,p=2711,1,7349520,7349521,2711^2,2711:2711,2;3;5;113;271,1,5,1,1,1,1,1,1,2490568590,0,2->2711;3->2711;5->2711;113->2711;271->2711,2711:918690,2711,2711
unit_prime_square,p=2713,1,7360368,7360369,2713^2,2713:2713,2;3;23;59;113,1,5,1,1,1,1,1,1,2496084798,0,2->2713;3->2713;23->2713;59->2713;113->2713,2713:920046,2713,2713
unit_prime_square,p=2719,1,7392960,7392961,2719^2,2719:2719,2;3;5;17;151,1,5,1,1,1,1,1,1,209390190,0,2->2719;3->2719;5->2719;17->2719;151->2719,2719:77010,2719,2719
unit_prime_square,p=2729,1,7447440,7447441,2729^2,2729:2729,2;3;5;7;11;13;31,1,7,1,1,1,1,1,1,2540507970,0,2->2729;3->2729;5->2729;7->2729;11->2729;13->2729;31->2729,2729:930930,2729,2729
unit_prime_square,p=2731,1,7458360,7458361,2731^2,2731:2731,2;3;5;7;13;683,1,6,1,1,1,1,1,1,5092195290,0,2->2731;3->2731;5->2731;7->2731;13->2731;683->2731,2731:1864590,2731,2731
unit_prime_square,p=2741,1,7513080,7513081,2741^2,2741:2741,2;3;5;137;457,1,5,1,1,1,1,1,1,5148338070,0,2->2741;3->2741;5->2741;137->2741;457->2741,2741:1878270,2741,2741
unit_prime_square,p=2749,1,7557000,7557001,2749^2,2749:2749,2;3;5;11;229,1,5,1,1,1,1,1,1,207741930,0,2->2749;3->2749;5->2749;11->2749;229->2749,2749:75570,2749,2749
unit_prime_square,p=2753,1,7579008,7579009,2753^2,2753:2753,2;3;17;43,1,4,1,1,1,1,1,1,12074658,0,2->2753;3->2753;17->2753;43->2753,2753:4386,2753,2753
unit_prime_square,p=2767,1,7656288,7656289,2767^2,2767:2767,2;3;173;461,1,4,1,1,1,1,1,1,1324059306,0,2->2767;3->2767;173->2767;461->2767,2767:478518,2767,2767
unit_prime_square,p=2777,1,7711728,7711729,2777^2,2777:2777,2;3;347;463,1,4,1,1,1,1,1,1,2676933582,0,2->2777;3->2777;347->2777;463->2777,2777:963966,2777,2777
unit_prime_square,p=2789,1,7778520,7778521,2789^2,2789:2789,2;3;5;17;31;41,1,6,1,1,1,1,1,1,1807857690,0,2->2789;3->2789;5->2789;17->2789;31->2789;41->2789,2789:648210,2789,2789
unit_prime_square,p=2791,1,7789680,7789681,2791^2,2791:2791,2;3;5;31;349,1,5,1,1,1,1,1,1,905874870,0,2->2791;3->2791;5->2791;31->2791;349->2791,2791:324570,2791,2791
unit_prime_square,p=2797,1,7823208,7823209,2797^2,2797:2797,2;3;233;1399,1,4,1,1,1,1,1,1,5470378194,0,2->2797;3->2797;233->2797;1399->2797,2797:1955802,2797,2797
unit_prime_square,p=2801,1,7845600,7845601,2801^2,2801:2801,2;3;5;7;467,1,5,1,1,1,1,1,1,274694070,0,2->2801;3->2801;5->2801;7->2801;467->2801,2801:98070,2801,2801
unit_prime_square,p=2803,1,7856808,7856809,2803^2,2803:2803,2;3;467;701,1,4,1,1,1,1,1,1,5505658206,0,2->2803;3->2803;467->2803;701->2803,2803:1964202,2803,2803
unit_prime_square,p=2819,1,7946760,7946761,2819^2,2819:2819,2;3;5;47;1409,1,5,1,1,1,1,1,1,5600479110,0,2->2819;3->2819;5->2819;47->2819;1409->2819,2819:1986690,2819,2819
unit_prime_square,p=2833,1,8025888,8025889,2833^2,2833:2833,2;3;13;59;109,1,5,1,1,1,1,1,1,1421083794,0,2->2833;3->2833;13->2833;59->2833;109->2833,2833:501618,2833,2833
unit_prime_square,p=2837,1,8048568,8048569,2837^2,2837:2837,2;3;11;43;709,1,5,1,1,1,1,1,1,5708446854,0,2->2837;3->2837;11->2837;43->2837;709->2837,2837:2012142,2837,2837
unit_prime_square,p=2843,1,8082648,8082649,2843^2,2843:2843,2;3;7;29;79,1,5,1,1,1,1,1,1,273559146,0,2->2843;3->2843;7->2843;29->2843;79->2843,2843:96222,2843,2843
unit_prime_square,p=2851,1,8128200,8128201,2851^2,2851:2851,2;3;5;19;23;31,1,6,1,1,1,1,1,1,1158674910,0,2->2851;3->2851;5->2851;19->2851;23->2851;31->2851,2851:406410,2851,2851
unit_prime_square,p=2857,1,8162448,8162449,2857^2,2857:2857,2;3;7;17;1429,1,5,1,1,1,1,1,1,2915014242,0,2->2857;3->2857;7->2857;17->2857;1429->2857,2857:1020306,2857,2857
unit_prime_square,p=2861,1,8185320,8185321,2861^2,2861:2861,2;3;5;11;13;53,1,6,1,1,1,1,1,1,650505570,0,2->2861;3->2861;5->2861;11->2861;13->2861;53->2861,2861:227370,2861,2861
unit_prime_square,p=2879,1,8288640,8288641,2879^2,2879:2879,2;3;5;1439,1,4,1,1,1,1,1,1,124286430,0,2->2879;3->2879;5->2879;1439->2879,2879:43170,2879,2879
unit_prime_square,p=2887,1,8334768,8334769,2887^2,2887:2887,2;3;13;19;37,1,5,1,1,1,1,1,1,158305758,0,2->2887;3->2887;13->2887;19->2887;37->2887,2887:54834,2887,2887
unit_prime_square,p=2897,1,8392608,8392609,2897^2,2897:2897,2;3;7;23;181,1,5,1,1,1,1,1,1,506528862,0,2->2897;3->2897;7->2897;23->2897;181->2897,2897:174846,2897,2897
unit_prime_square,p=2903,1,8427408,8427409,2903^2,2903:2903,2;3;11;1451,1,4,1,1,1,1,1,1,278008698,0,2->2903;3->2903;11->2903;1451->2903,2903:95766,2903,2903
unit_prime_square,p=2909,1,8462280,8462281,2909^2,2909:2909,2;3;5;97;727,1,5,1,1,1,1,1,1,6154193130,0,2->2909;3->2909;5->2909;97->2909;727->2909,2909:2115570,2909,2909
unit_prime_square,p=2917,1,8508888,8508889,2917^2,2917:2917,2;3;1459,1,3,1,1,1,1,1,1,25535418,0,2->2917;3->2917;1459->2917,2917:8754,2917,2917
unit_prime_square,p=2927,1,8567328,8567329,2927^2,2927:2927,2;3;7;11;19;61,1,6,1,1,1,1,1,1,1567285566,0,2->2927;3->2927;7->2927;11->2927;19->2927;61->2927,2927:535458,2927,2927
unit_prime_square,p=2939,1,8637720,8637721,2939^2,2939:2939,2;3;5;7;13;113,1,6,1,1,1,1,1,1,906652110,0,2->2939;3->2939;5->2939;7->2939;13->2939;113->2939,2939:308490,2939,2939
unit_prime_square,p=2953,1,8720208,8720209,2953^2,2953:2953,2;3;7;41;211,1,5,1,1,1,1,1,1,1072948926,0,2->2953;3->2953;7->2953;41->2953;211->2953,2953:363342,2953,2953
unit_prime_square,p=2957,1,8743848,8743849,2957^2,2957:2957,2;3;17;29;739,1,5,1,1,1,1,1,1,6463889634,0,2->2957;3->2957;17->2957;29->2957;739->2957,2957:2185962,2957,2957
unit_prime_square,p=2963,1,8779368,8779369,2963^2,2963:2963,2;3;13;19;1481,1,5,1,1,1,1,1,1,6503316846,0,2->2963;3->2963;13->2963;19->2963;1481->2963,2963:2194842,2963,2963
