family,parameters,a,b,c,factorization_c,source_capacities,sink_primes,source_count,sink_count,residual_numerator,residual_denominator,scalar_numerator,scalar_denominator,fragmentation_numerator,fragmentation_denominator,conductor,coarse_ratio_floor,assignment,assigned_packet_products,optimal_capped_reward_product,source_capacity_product
unit_prime_square,p=937,1,877968,877969,937^2,937:937,2;3;7;13;67,1,5,1,1,1,1,1,1,34277334,0,2->937;3->937;7->937;13->937;67->937,937:36582,937,937
unit_prime_square,p=941,1,885480,885481,941^2,941:941,2;3;5;47;157,1,5,1,1,1,1,1,1,208309170,0,2->941;3->941;5->941;47->941;157->941,941:221370,941,941
unit_prime_square,p=947,1,896808,896809,947^2,947:947,2;3;11;43;79,1,5,1,1,1,1,1,1,212319294,0,2->947;3->947;11->947;43->947;79->947,947:224202,947,947
unit_prime_square,p=953,1,908208,908209,953^2,953:953,2;3;7;17;53,1,5,1,1,1,1,1,1,36063426,0,2->953;3->953;7->953;17->953;53->953,953:37842,953,953
unit_prime_square,p=967,1,935088,935089,967^2,967:967,2;3;7;11;23,1,5,1,1,1,1,1,1,10275342,0,2->967;3->967;7->967;11->967;23->967,967:10626,967,967
unit_prime_square,p=971,1,942840,942841,971^2,971:971,2;3;5;97,1,4,1,1,1,1,1,1,2825610,0,2->971;3->971;5->971;97->971,971:2910,971,971
unit_prime_square,p=977,1,954528,954529,977^2,977:977,2;3;61;163,1,4,1,1,1,1,1,1,58285866,0,2->977;3->977;61->977;163->977,977:59658,977,977
unit_prime_square,p=983,1,966288,966289,983^2,983:983,2;3;41;491,1,4,1,1,1,1,1,1,118732638,0,2->983;3->983;41->983;491->983,983:120786,983,983
unit_prime_square,p=991,1,982080,982081,991^2,991:991,2;3;5;11;31,1,5,1,1,1,1,1,1,10137930,0,2->991;3->991;5->991;11->991;31->991,991:10230,991,991
unit_prime_square,p=997,1,994008,994009,997^2,997:997,2;3;83;499,1,4,1,1,1,1,1,1,247756494,0,2->997;3->997;83->997;499->997,997:248502,997,997
unit_prime_square,p=1009,1,1018080,1018081,1009^2,1009:1009,2;3;5;7;101,1,5,1,1,1,1,1,1,21400890,0,2->1009;3->1009;5->1009;7->1009;101->1009,1009:21210,1009,1009
unit_prime_square,p=1013,1,1026168,1026169,1013^2,1013:1013,2;3;11;13;23,1,5,1,1,1,1,1,1,19990542,0,2->1013;3->1013;11->1013;13->1013;23->1013,1013:19734,1013,1013
unit_prime_square,p=1019,1,1038360,1038361,1019^2,1019:1019,2;3;5;17;509,1,5,1,1,1,1,1,1,264522210,0,2->1019;3->1019;5->1019;17->1019;509->1019,1019:259590,1019,1019
unit_prime_square,p=1021,1,1042440,1042441,1021^2,1021:1021,2;3;5;7;17;73,1,6,1,1,1,1,1,1,266082810,0,2->1021;3->1021;5->1021;7->1021;17->1021;73->1021,1021:260610,1021,1021
unit_prime_square,p=1031,1,1062960,1062961,1031^2,1031:1031,2;3;5;43;103,1,5,1,1,1,1,1,1,136988970,0,2->1031;3->1031;5->1031;43->1031;103->1031,1031:132870,1031,1031
unit_prime_square,p=1033,1,1067088,1067089,1033^2,1033:1033,2;3;11;43;47,1,5,1,1,1,1,1,1,137787738,0,2->1033;3->1033;11->1033;43->1033;47->1033,1033:133386,1033,1033
unit_prime_square,p=1039,1,1079520,1079521,1039^2,1039:1039,2;3;5;13;173,1,5,1,1,1,1,1,1,70101330,0,2->1039;3->1039;5->1039;13->1039;173->1039,1039:67470,1039,1039
unit_prime_square,p=1049,1,1100400,1100401,1049^2,1049:1049,2;3;5;7;131,1,5,1,1,1,1,1,1,28857990,0,2->1049;3->1049;5->1049;7->1049;131->1049,1049:27510,1049,1049
unit_prime_square,p=1051,1,1104600,1104601,1051^2,1051:1051,2;3;5;7;263,1,5,1,1,1,1,1,1,58046730,0,2->1051;3->1051;5->1051;7->1051;263->1051,1051:55230,1051,1051
unit_prime_square,p=1061,1,1125720,1125721,1061^2,1061:1061,2;3;5;53;59,1,5,1,1,1,1,1,1,99532410,0,2->1061;3->1061;5->1061;53->1061;59->1061,1061:93810,1061,1061
unit_prime_square,p=1063,1,1129968,1129969,1063^2,1063:1063,2;3;7;19;59,1,5,1,1,1,1,1,1,50048166,0,2->1063;3->1063;7->1063;19->1063;59->1063,1063:47082,1063,1063
unit_prime_square,p=1069,1,1142760,1142761,1069^2,1069:1069,2;3;5;89;107,1,5,1,1,1,1,1,1,305402610,0,2->1069;3->1069;5->1069;89->1069;107->1069,1069:285690,1069,1069
unit_prime_square,p=1087,1,1181568,1181569,1087^2,1087:1087,2;3;17;181,1,4,1,1,1,1,1,1,20068194,0,2->1087;3->1087;17->1087;181->1087,1087:18462,1087,1087
unit_prime_square,p=1091,1,1190280,1190281,1091^2,1091:1091,2;3;5;7;13;109,1,6,1,1,1,1,1,1,324648870,0,2->1091;3->1091;5->1091;7->1091;13->1091;109->1091,1091:297570,1091,1091
unit_prime_square,p=1093,1,1194648,1194649,1093^2,1093:1093,2;3;7;13;547,1,5,1,1,1,1,1,1,326437566,0,2->1093;3->1093;7->1093;13->1093;547->1093,1093:298662,1093,1093
unit_prime_square,p=1097,1,1203408,1203409,1097^2,1097:1097,2;3;61;137,1,4,1,1,1,1,1,1,55005774,0,2->1097;3->1097;61->1097;137->1097,1097:50142,1097,1097
unit_prime_square,p=1103,1,1216608,1216609,1103^2,1103:1103,2;3;19;23;29,1,5,1,1,1,1,1,1,83869914,0,2->1103;3->1103;19->1103;23->1103;29->1103,1103:76038,1103,1103
unit_prime_square,p=1109,1,1229880,1229881,1109^2,1109:1109,2;3;5;37;277,1,5,1,1,1,1,1,1,340984230,0,2->1109;3->1109;5->1109;37->1109;277->1109,1109:307470,1109,1109
unit_prime_square,p=1117,1,1247688,1247689,1117^2,1117:1117,2;3;13;31;43,1,5,1,1,1,1,1,1,116138958,0,2->1117;3->1117;13->1117;31->1117;43->1117,1117:103974,1117,1117
unit_prime_square,p=1123,1,1261128,1261129,1123^2,1123:1123,2;3;11;17;281,1,5,1,1,1,1,1,1,354061686,0,2->1123;3->1123;11->1123;17->1123;281->1123,1123:315282,1123,1123
unit_prime_square,p=1129,1,1274640,1274641,1129^2,1129:1129,2;3;5;47;113,1,5,1,1,1,1,1,1,179883570,0,2->1129;3->1129;5->1129;47->1129;113->1129,1129:159330,1129,1129
unit_prime_square,p=1151,1,1324800,1324801,1151^2,1151:1151,2;3;5;23,1,4,1151,690,1151,690,1,1,794190,4,2->1151;3->1151;5->1151;23->1151,1151:690,690,1151
unit_prime_square,p=1153,1,1329408,1329409,1153^2,1153:1153,2;3;577,1,3,1,1,1,1,1,1,3991686,0,2->1153;3->1153;577->1153,1153:3462,1153,1153
unit_prime_square,p=1163,1,1352568,1352569,1163^2,1163:1163,2;3;7;83;97,1,5,1,1,1,1,1,1,393259146,0,2->1163;3->1163;7->1163;83->1163;97->1163,1163:338142,1163,1163
unit_prime_square,p=1171,1,1371240,1371241,1171^2,1171:1171,2;3;5;13;293,1,5,1,1,1,1,1,1,133810170,0,2->1171;3->1171;5->1171;13->1171;293->1171,1171:114270,1171,1171
unit_prime_square,p=1181,1,1394760,1394761,1181^2,1181:1181,2;3;5;59;197,1,5,1,1,1,1,1,1,411802890,0,2->1181;3->1181;5->1181;59->1181;197->1181,1181:348690,1181,1181
unit_prime_square,p=1187,1,1408968,1408969,1187^2,1187:1187,2;3;11;593,1,4,1,1,1,1,1,1,46456806,0,2->1187;3->1187;11->1187;593->1187,1187:39138,1187,1187
unit_prime_square,p=1193,1,1423248,1423249,1193^2,1193:1193,2;3;149;199,1,4,1,1,1,1,1,1,212241858,0,2->1193;3->1193;149->1193;199->1193,1193:177906,1193,1193
unit_prime_square,p=1201,1,1442400,1442401,1201^2,1201:1201,2;3;5;601,1,4,1,1,1,1,1,1,21654030,0,2->1201;3->1201;5->1201;601->1201,1201:18030,1201,1201
unit_prime_square,p=1213,1,1471368,1471369,1213^2,1213:1213,2;3;101;607,1,4,1,1,1,1,1,1,446192346,0,2->1213;3->1213;101->1213;607->1213,1213:367842,1213,1213
unit_prime_square,p=1217,1,1481088,1481089,1217^2,1217:1217,2;3;7;19;29,1,5,1,1,1,1,1,1,28163814,0,2->1217;3->1217;7->1217;19->1217;29->1217,1217:23142,1217,1217
unit_prime_square,p=1223,1,1495728,1495729,1223^2,1223:1223,2;3;13;17;47,1,5,1,1,1,1,1,1,76219806,0,2->1223;3->1223;13->1223;17->1223;47->1223,1223:62322,1223,1223
unit_prime_square,p=1229,1,1510440,1510441,1229^2,1229:1229,2;3;5;41;307,1,5,1,1,1,1,1,1,464082690,0,2->1229;3->1229;5->1229;41->1229;307->1229,1229:377610,1229,1229
unit_prime_square,p=1231,1,1515360,1515361,1231^2,1231:1231,2;3;5;7;11;41,1,6,1,1,1,1,1,1,116588010,0,2->1231;3->1231;5->1231;7->1231;11->1231;41->1231,1231:94710,1231,1231
unit_prime_square,p=1237,1,1530168,1530169,1237^2,1237:1237,2;3;103;619,1,4,1,1,1,1,1,1,473204454,0,2->1237;3->1237;103->1237;619->1237,1237:382542,1237,1237
unit_prime_square,p=1249,1,1560000,1560001,1249^2,1249:1249,2;3;5;13,1,4,1249,390,1249,390,1,1,487110,10,2->1249;3->1249;5->1249;13->1249,1249:390,390,1249
unit_prime_square,p=1259,1,1585080,1585081,1259^2,1259:1259,2;3;5;7;17;37,1,6,1,1,1,1,1,1,166301310,0,2->1259;3->1259;5->1259;7->1259;17->1259;37->1259,1259:132090,1259,1259
unit_prime_square,p=1277,1,1630728,1630729,1277^2,1277:1277,2;3;11;29;71,1,5,1,1,1,1,1,1,173536638,0,2->1277;3->1277;11->1277;29->1277;71->1277,1277:135894,1277,1277
unit_prime_square,p=1279,1,1635840,1635841,1279^2,1279:1279,2;3;5;71,1,4,1,1,1,1,1,1,2724270,0,2->1279;3->1279;5->1279;71->1279,1279:2130,1279,1279
unit_prime_square,p=1283,1,1646088,1646089,1283^2,1283:1283,2;3;107;641,1,4,1,1,1,1,1,1,527982726,0,2->1283;3->1283;107->1283;641->1283,1283:411522,1283,1283
unit_prime_square,p=1289,1,1661520,1661521,1289^2,1289:1289,2;3;5;7;23;43,1,6,1,1,1,1,1,1,267712410,0,2->1289;3->1289;5->1289;7->1289;23->1289;43->1289,1289:207690,1289,1289
unit_prime_square,p=1291,1,1666680,1666681,1291^2,1291:1291,2;3;5;17;19;43,1,6,1,1,1,1,1,1,537920970,0,2->1291;3->1291;5->1291;17->1291;19->1291;43->1291,1291:416670,1291,1291
unit_prime_square,p=1297,1,1682208,1682209,1297^2,1297:1297,2;3;11;59,1,4,1,1,1,1,1,1,5050518,0,2->1297;3->1297;11->1297;59->1297,1297:3894,1297,1297
unit_prime_square,p=1301,1,1692600,1692601,1301^2,1301:1301,2;3;5;7;13;31,1,6,1,1,1,1,1,1,110103630,0,2->1301;3->1301;5->1301;7->1301;13->1301;31->1301,1301:84630,1301,1301
unit_prime_square,p=1303,1,1697808,1697809,1303^2,1303:1303,2;3;7;31;163,1,5,1,1,1,1,1,1,276530478,0,2->1303;3->1303;7->1303;31->1303;163->1303,1303:212226,1303,1303
unit_prime_square,p=1307,1,1708248,1708249,1307^2,1307:1307,2;3;109;653,1,4,1,1,1,1,1,1,558170034,0,2->1307;3->1307;109->1307;653->1307,1307:427062,1307,1307
unit_prime_square,p=1319,1,1739760,1739761,1319^2,1319:1319,2;3;5;11;659,1,5,1,1,1,1,1,1,286842930,0,2->1319;3->1319;5->1319;11->1319;659->1319,1319:217470,1319,1319
unit_prime_square,p=1321,1,1745040,1745041,1321^2,1321:1321,2;3;5;11;661,1,5,1,1,1,1,1,1,288149730,0,2->1321;3->1321;5->1321;11->1321;661->1321,1321:218130,1321,1321
unit_prime_square,p=1327,1,1760928,1760929,1327^2,1327:1327,2;3;13;17;83,1,5,1,1,1,1,1,1,146046966,0,2->1327;3->1327;13->1327;17->1327;83->1327,1327:110058,1327,1327
unit_prime_square,p=1361,1,1852320,1852321,1361^2,1361:1361,2;3;5;17;227,1,5,1,1,1,1,1,1,157562970,0,2->1361;3->1361;5->1361;17->1361;227->1361,1361:115770,1361,1361
unit_prime_square,p=1367,1,1868688,1868689,1367^2,1367:1367,2;3;19;683,1,4,1,1,1,1,1,1,106437354,0,2->1367;3->1367;19->1367;683->1367,1367:77862,1367,1367
unit_prime_square,p=1373,1,1885128,1885129,1373^2,1373:1373,2;3;7;229,1,4,1,1,1,1,1,1,13205514,0,2->1373;3->1373;7->1373;229->1373,1373:9618,1373,1373
unit_prime_square,p=1381,1,1907160,1907161,1381^2,1381:1381,2;3;5;23;691,1,5,1,1,1,1,1,1,658446990,0,2->1381;3->1381;5->1381;23->1381;691->1381,1381:476790,1381,1381
unit_prime_square,p=1399,1,1957200,1957201,1399^2,1399:1399,2;3;5;7;233,1,5,1,1,1,1,1,1,68453070,0,2->1399;3->1399;5->1399;7->1399;233->1399,1399:48930,1399,1399
unit_prime_square,p=1409,1,1985280,1985281,1409^2,1409:1409,2;3;5;11;47,1,5,1,1,1,1,1,1,21853590,0,2->1409;3->1409;5->1409;11->1409;47->1409,1409:15510,1409,1409
unit_prime_square,p=1423,1,2024928,2024929,1423^2,1423:1423,2;3;79;89,1,4,1,1,1,1,1,1,60030678,0,2->1423;3->1423;79->1423;89->1423,1423:42186,1423,1423
unit_prime_square,p=1427,1,2036328,2036329,1427^2,1427:1427,2;3;7;17;23;31,1,6,1,1,1,1,1,1,726460014,0,2->1427;3->1427;7->1427;17->1427;23->1427;31->1427,1427:509082,1427,1427
unit_prime_square,p=1429,1,2042040,2042041,1429^2,1429:1429,2;3;5;7;11;13;17,1,7,1,1,1,1,1,1,729518790,0,2->1429;3->1429;5->1429;7->1429;11->1429;13->1429;17->1429,1429:510510,1429,1429
unit_prime_square,p=1433,1,2053488,2053489,1433^2,1433:1433,2;3;179;239,1,4,1,1,1,1,1,1,367831038,0,2->1433;3->1433;179->1433;239->1433,1433:256686,1433,1433
unit_prime_square,p=1439,1,2070720,2070721,1439^2,1439:1439,2;3;5;719,1,4,1,1,1,1,1,1,31039230,0,2->1439;3->1439;5->1439;719->1439,1439:21570,1439,1439
unit_prime_square,p=1447,1,2093808,2093809,1447^2,1447:1447,2;3;181;241,1,4,1,1,1,1,1,1,378717522,0,2->1447;3->1447;181->1447;241->1447,1447:261726,1447,1447
unit_prime_square,p=1451,1,2105400,2105401,1451^2,1451:1451,2;3;5;11;29,1,5,1,1,1,1,1,1,13886070,0,2->1451;3->1451;5->1451;11->1451;29->1451,1451:9570,1451,1451
unit_prime_square,p=1453,1,2111208,2111209,1453^2,1453:1453,2;3;11;727,1,4,1,1,1,1,1,1,69717846,0,2->1453;3->1453;11->1453;727->1453,1453:47982,1453,1453
unit_prime_square,p=1459,1,2128680,2128681,1459^2,1459:1459,2;3;5;73,1,4,1,1,1,1,1,1,3195210,0,2->1459;3->1459;5->1459;73->1459,1459:2190,1459,1459
unit_prime_square,p=1471,1,2163840,2163841,1471^2,1471:1471,2;3;5;7;23,1,5,1,1,1,1,1,1,7104930,0,2->1471;3->1471;5->1471;7->1471;23->1471,1471:4830,1471,1471
unit_prime_square,p=1481,1,2193360,2193361,1481^2,1481:1481,2;3;5;13;19;37,1,6,1,1,1,1,1,1,406045770,0,2->1481;3->1481;5->1481;13->1481;19->1481;37->1481,1481:274170,1481,1481
unit_prime_square,p=1483,1,2199288,2199289,1483^2,1483:1483,2;3;7;13;19;53,1,6,1,1,1,1,1,1,815386026,0,2->1483;3->1483;7->1483;13->1483;19->1483;53->1483,1483:549822,1483,1483
unit_prime_square,p=1487,1,2211168,2211169,1487^2,1487:1487,2;3;31;743,1,4,1,1,1,1,1,1,205500426,0,2->1487;3->1487;31->1487;743->1487,1487:138198,1487,1487
unit_prime_square,p=1489,1,2217120,2217121,1489^2,1489:1489,2;3;5;31;149,1,5,1,1,1,1,1,1,206330730,0,2->1489;3->1489;5->1489;31->1489;149->1489,1489:138570,1489,1489
unit_prime_square,p=1493,1,2229048,2229049,1493^2,1493:1493,2;3;83;373,1,4,1,1,1,1,1,1,277330722,0,2->1493;3->1493;83->1493;373->1493,1493:185754,1493,1493
unit_prime_square,p=1499,1,2247000,2247001,1499^2,1499:1499,2;3;5;7;107,1,5,1,1,1,1,1,1,33682530,0,2->1499;3->1499;5->1499;7->1499;107->1499,1499:22470,1499,1499
unit_prime_square,p=1511,1,2283120,2283121,1511^2,1511:1511,2;3;5;7;151,1,5,1,1,1,1,1,1,47913810,0,2->1511;3->1511;5->1511;7->1511;151->1511,1511:31710,1511,1511
unit_prime_square,p=1523,1,2319528,2319529,1523^2,1523:1523,2;3;127;761,1,4,1,1,1,1,1,1,883160286,0,2->1523;3->1523;127->1523;761->1523,1523:579882,1523,1523
unit_prime_square,p=1531,1,2343960,2343961,1531^2,1531:1531,2;3;5;17;383,1,5,1,1,1,1,1,1,299050230,0,2->1531;3->1531;5->1531;17->1531;383->1531,1531:195330,1531,1531
unit_prime_square,p=1543,1,2380848,2380849,1543^2,1543:1543,2;3;193;257,1,4,1,1,1,1,1,1,459206058,0,2->1543;3->1543;193->1543;257->1543,1543:297606,1543,1543
unit_prime_square,p=1549,1,2399400,2399401,1549^2,1549:1549,2;3;5;31;43,1,5,1,1,1,1,1,1,61944510,0,2->1549;3->1549;5->1549;31->1549;43->1549,1549:39990,1549,1549
unit_prime_square,p=1553,1,2411808,2411809,1553^2,1553:1553,2;3;7;37;97,1,5,1,1,1,1,1,1,234096114,0,2->1553;3->1553;7->1553;37->1553;97->1553,1553:150738,1553,1553
unit_prime_square,p=1559,1,2430480,2430481,1559^2,1559:1559,2;3;5;13;19;41,1,6,1,1,1,1,1,1,473639790,0,2->1559;3->1559;5->1559;13->1559;19->1559;41->1559,1559:303810,1559,1559
unit_prime_square,p=1567,1,2455488,2455489,1567^2,1567:1567,2;3;7;29,1,4,1567,1218,1567,1218,1,1,1908606,2,2->1567;3->1567;7->1567;29->1567,1567:1218,1218,1567
unit_prime_square,p=1571,1,2468040,2468041,1571^2,1571:1571,2;3;5;131;157,1,5,1,1,1,1,1,1,969322710,0,2->1571;3->1571;5->1571;131->1571;157->1571,1571:617010,1571,1571
unit_prime_square,p=1579,1,2493240,2493241,1579^2,1579:1579,2;3;5;79;263,1,5,1,1,1,1,1,1,984206490,0,2->1579;3->1579;5->1579;79->1579;263->1579,1579:623310,1579,1579
unit_prime_square,p=1583,1,2505888,2505889,1583^2,1583:1583,2;3;7;11;113,1,5,1,1,1,1,1,1,82642098,0,2->1583;3->1583;7->1583;11->1583;113->1583,1583:52206,1583,1583
unit_prime_square,p=1597,1,2550408,2550409,1597^2,1597:1597,2;3;7;17;19;47,1,6,1,1,1,1,1,1,1018250394,0,2->1597;3->1597;7->1597;17->1597;19->1597;47->1597,1597:637602,1597,1597
unit_prime_square,p=1601,1,2563200,2563201,1601^2,1601:1601,2;3;5;89,1,4,1,1,1,1,1,1,4274670,0,2->1601;3->1601;5->1601;89->1601,1601:2670,1601,1601
unit_prime_square,p=1607,1,2582448,2582449,1607^2,1607:1607,2;3;11;67;73,1,5,1,1,1,1,1,1,518749242,0,2->1607;3->1607;11->1607;67->1607;73->1607,1607:322806,1607,1607
unit_prime_square,p=1609,1,2588880,2588881,1609^2,1609:1609,2;3;5;7;23;67,1,6,1,1,1,1,1,1,520688490,0,2->1609;3->1609;5->1609;7->1609;23->1609;67->1609,1609:323610,1609,1609
unit_prime_square,p=1613,1,2601768,2601769,1613^2,1613:1613,2;3;13;31;269,1,5,1,1,1,1,1,1,1049162946,0,2->1613;3->1613;13->1613;31->1613;269->1613,1613:650442,1613,1613
unit_prime_square,p=1619,1,2621160,2621161,1619^2,1619:1619,2;3;5;809,1,4,1,1,1,1,1,1,39293130,0,2->1619;3->1619;5->1619;809->1619,1619:24270,1619,1619
unit_prime_square,p=1621,1,2627640,2627641,1621^2,1621:1621,2;3;5;811,1,4,1,1,1,1,1,1,39438930,0,2->1621;3->1621;5->1621;811->1621,1621:24330,1621,1621
unit_prime_square,p=1627,1,2647128,2647129,1627^2,1627:1627,2;3;11;37;271,1,5,1,1,1,1,1,1,1076719314,0,2->1627;3->1627;11->1627;37->1627;271->1627,1627:661782,1627,1627
unit_prime_square,p=1637,1,2679768,2679769,1637^2,1637:1637,2;3;7;13;409,1,5,1,1,1,1,1,1,365565018,0,2->1637;3->1637;7->1637;13->1637;409->1637,1637:223314,1637,1637
unit_prime_square,p=1657,1,2745648,2745649,1657^2,1657:1657,2;3;23;829,1,4,1,1,1,1,1,1,189564114,0,2->1657;3->1657;23->1657;829->1657,1657:114402,1657,1657
unit_prime_square,p=1663,1,2765568,2765569,1663^2,1663:1663,2;3;13;277,1,4,1,1,1,1,1,1,35930778,0,2->1663;3->1663;13->1663;277->1663,1663:21606,1663,1663
unit_prime_square,p=1667,1,2778888,2778889,1667^2,1667:1667,2;3;7;17;139,1,5,1,1,1,1,1,1,165443082,0,2->1667;3->1667;7->1667;17->1667;139->1667,1667:99246,1667,1667
unit_prime_square,p=1669,1,2785560,2785561,1669^2,1669:1669,2;3;5;139;167,1,5,1,1,1,1,1,1,1162274910,0,2->1669;3->1669;5->1669;139->1669;167->1669,1669:696390,1669,1669
unit_prime_square,p=1693,1,2866248,2866249,1693^2,1693:1693,2;3;7;11;47,1,5,1,1,1,1,1,1,36761802,0,2->1693;3->1693;7->1693;11->1693;47->1693,1693:21714,1693,1693
unit_prime_square,p=1697,1,2879808,2879809,1697^2,1697:1697,2;3;53;283,1,4,1,1,1,1,1,1,152719818,0,2->1697;3->1697;53->1697;283->1697,1697:89994,1697,1697
unit_prime_square,p=1699,1,2886600,2886601,1699^2,1699:1699,2;3;5;17;283,1,5,1,1,1,1,1,1,245216670,0,2->1699;3->1699;5->1699;17->1699;283->1699,1699:144330,1699,1699
unit_prime_square,p=1709,1,2920680,2920681,1709^2,1709:1709,2;3;5;7;19;61,1,6,1,1,1,1,1,1,415953510,0,2->1709;3->1709;5->1709;7->1709;19->1709;61->1709,1709:243390,1709,1709
unit_prime_square,p=1721,1,2961840,2961841,1721^2,1721:1721,2;3;5;7;41;43,1,6,1,1,1,1,1,1,637165830,0,2->1721;3->1721;5->1721;7->1721;41->1721;43->1721,1721:370230,1721,1721
unit_prime_square,p=1723,1,2968728,2968729,1723^2,1723:1723,2;3;7;41;431,1,5,1,1,1,1,1,1,1278779586,0,2->1723;3->1723;7->1723;41->1723;431->1723,1723:742182,1723,1723
unit_prime_square,p=1733,1,3003288,3003289,1733^2,1733:1733,2;3;17;433,1,4,1,1,1,1,1,1,76539678,0,2->1733;3->1733;17->1733;433->1733,1733:44166,1733,1733
unit_prime_square,p=1741,1,3031080,3031081,1741^2,1741:1741,2;3;5;13;29;67,1,6,1,1,1,1,1,1,1319277570,0,2->1741;3->1741;5->1741;13->1741;29->1741;67->1741,1741:757770,1741,1741
unit_prime_square,p=1747,1,3052008,3052009,1747^2,1747:1747,2;3;19;23;97,1,5,1,1,1,1,1,1,444321498,0,2->1747;3->1747;19->1747;23->1747;97->1747,1747:254334,1747,1747
unit_prime_square,p=1753,1,3073008,3073009,1753^2,1753:1753,2;3;73;877,1,4,1,1,1,1,1,1,673372878,0,2->1753;3->1753;73->1753;877->1753,1753:384126,1753,1753
unit_prime_square,p=1759,1,3094080,3094081,1759^2,1759:1759,2;3;5;11;293,1,5,1,1,1,1,1,1,170077710,0,2->1759;3->1759;5->1759;11->1759;293->1759,1759:96690,1759,1759
unit_prime_square,p=1777,1,3157728,3157729,1777^2,1777:1777,2;3;7;37;127,1,5,1,1,1,1,1,1,350705166,0,2->1777;3->1777;7->1777;37->1777;127->1777,1777:197358,1777,1777
unit_prime_square,p=1783,1,3179088,3179089,1783^2,1783:1783,2;3;11;223,1,4,1,1,1,1,1,1,26242194,0,2->1783;3->1783;11->1783;223->1783,1783:14718,1783,1783
unit_prime_square,p=1787,1,3193368,3193369,1787^2,1787:1787,2;3;19;47;149,1,5,1,1,1,1,1,1,1426637154,0,2->1787;3->1787;19->1787;47->1787;149->1787,1787:798342,1787,1787
unit_prime_square,p=1789,1,3200520,3200521,1789^2,1789:1789,2;3;5;149;179,1,5,1,1,1,1,1,1,1431432570,0,2->1789;3->1789;5->1789;149->1789;179->1789,1789:800130,1789,1789
unit_prime_square,p=1801,1,3243600,3243601,1801^2,1801:1801,2;3;5;17;53,1,5,1,1,1,1,1,1,48681030,0,2->1801;3->1801;5->1801;17->1801;53->1801,1801:27030,1801,1801
unit_prime_square,p=1811,1,3279720,3279721,1811^2,1811:1811,2;3;5;151;181,1,5,1,1,1,1,1,1,1484893230,0,2->1811;3->1811;5->1811;151->1811;181->1811,1811:819930,1811,1811
unit_prime_square,p=1823,1,3323328,3323329,1823^2,1823:1823,2;3;19;911,1,4,1,1,1,1,1,1,189325842,0,2->1823;3->1823;19->1823;911->1823,1823:103854,1823,1823
unit_prime_square,p=1831,1,3352560,3352561,1831^2,1831:1831,2;3;5;61;229,1,5,1,1,1,1,1,1,767317170,0,2->1831;3->1831;5->1831;61->1831;229->1831,1831:419070,1831,1831
unit_prime_square,p=1847,1,3411408,3411409,1847^2,1847:1847,2;3;7;11;13;71,1,6,1,1,1,1,1,1,787608822,0,2->1847;3->1847;7->1847;11->1847;13->1847;71->1847,1847:426426,1847,1847
unit_prime_square,p=1861,1,3463320,3463321,1861^2,1861:1861,2;3;5;7;19;31,1,6,1,1,1,1,1,1,230187090,0,2->1861;3->1861;5->1861;7->1861;19->1861;31->1861,1861:123690,1861,1861
unit_prime_square,p=1867,1,3485688,3485689,1867^2,1867:1867,2;3;311;467,1,4,1,1,1,1,1,1,1626944874,0,2->1867;3->1867;311->1867;467->1867,1867:871422,1867,1867
unit_prime_square,p=1871,1,3500640,3500641,1871^2,1871:1871,2;3;5;11;13;17,1,6,1,1,1,1,1,1,136452030,0,2->1871;3->1871;5->1871;11->1871;13->1871;17->1871,1871:72930,1871,1871
unit_prime_square,p=1873,1,3508128,3508129,1873^2,1873:1873,2;3;13;937,1,4,1,1,1,1,1,1,136890078,0,2->1873;3->1873;13->1873;937->1873,1873:73086,1873,1873
unit_prime_square,p=1877,1,3523128,3523129,1877^2,1877:1877,2;3;7;67;313,1,5,1,1,1,1,1,1,1653227814,0,2->1877;3->1877;7->1877;67->1877;313->1877,1877:880782,1877,1877
unit_prime_square,p=1879,1,3530640,3530641,1879^2,1879:1879,2;3;5;47;313,1,5,1,1,1,1,1,1,829259070,0,2->1879;3->1879;5->1879;47->1879;313->1879,1879:441330,1879,1879
unit_prime_square,p=1889,1,3568320,3568321,1889^2,1889:1889,2;3;5;7;59,1,5,1,1,1,1,1,1,23404710,0,2->1889;3->1889;5->1889;7->1889;59->1889,1889:12390,1889,1889
unit_prime_square,p=1901,1,3613800,3613801,1901^2,1901:1901,2;3;5;19;317,1,5,1,1,1,1,1,1,343491690,0,2->1901;3->1901;5->1901;19->1901;317->1901,1901:180690,1901,1901
unit_prime_square,p=1907,1,3636648,3636649,1907^2,1907:1907,2;3;53;953,1,4,1,1,1,1,1,1,577923978,0,2->1907;3->1907;53->1907;953->1907,1907:303054,1907,1907
unit_prime_square,p=1913,1,3659568,3659569,1913^2,1913:1913,2;3;11;29;239,1,5,1,1,1,1,1,1,875094198,0,2->1913;3->1913;11->1913;29->1913;239->1913,1913:457446,1913,1913
unit_prime_square,p=1931,1,3728760,3728761,1931^2,1931:1931,2;3;5;7;23;193,1,6,1,1,1,1,1,1,1800058890,0,2->1931;3->1931;5->1931;7->1931;23->1931;193->1931,1931:932190,1931,1931
unit_prime_square,p=1933,1,3736488,3736489,1933^2,1933:1933,2;3;7;23;967,1,5,1,1,1,1,1,1,1805657826,0,2->1933;3->1933;7->1933;23->1933;967->1933,1933:934122,1933,1933
